,Status Number,Type,Class,Name,Min JT,years,Max JT,Years,Min Fine,Max Fine,Offense,DEG,DEG_NUM
474,53a-136,F,D,ROBBERY 3RD DEG,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
475,53a-139,F,D,FORGERY 2ND DEG,1,Y,5,Y,$0,"$5,000",,2ND ,2.0
476,53a-154,F,D,TAMPERING-JUROR,1,Y,5,Y,$0,"$5,000",,,
477,53a-155,F,D,TAMPERING-PHYSICAL EVIDENCE,1,Y,5,Y,$0,"$5,000",,,
478,53a-156,F,D,PERJURY,1,Y,5,Y,$0,"$5,000",,,
479,53a-157a,F,D,FALSE STATEMENT 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
480,53a-158,F,D,BRIBERY OF LABOR OFFICIAL,1,Y,5,Y,$0,"$5,000",,,
481,53a-159,F,D,BRIBE RECEIVING-LABOR OFFICIAL,1,Y,5,Y,$0,"$5,000",,,
482,53a-160,F,D,COMMERCIAL BRIBERY,1,Y,5,Y,$0,"$5,000",,,
483,53a-161,F,D,RECEIVING A COMMERCIAL BRIBE,1,Y,5,Y,$0,"$5,000",,,
484,53a-161a,F,D,BID RIGGING,1,Y,5,Y,$0,"$5,000",,,
485,53a-161c,F,D,RECEIVING KICKBACKS,1,Y,5,Y,$0,"$5,000",,,
486,53a-161d,F,D,PAYING A KICKBACK,1,Y,5,Y,$0,"$5,000",,,
487,53a-162,F,D,RIGGING,1,Y,5,Y,$0,"$5,000",,,
488,53a-167,F,D,HINDERING PROSECUTION 3RD DEG,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
489,53a-170,F,D,ESCAPE 2ND DEG,1,Y,5,Y,$0,"$5,000",,2ND ,2.0
490,53a-172,F,D,FAILURE TO APPEAR 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
491,53a-172,F,D,FAILURE TO APPEAR 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
492,53a-174(a),F,D,CONVEY UNAUTHORIZED ITEM INTO INST,1,Y,5,Y,$0,"$5,000",,,
493,53a-179,F,D,CRIMINAL ADVOCACY,1,Y,5,Y,$0,"$5,000",,,
494,53a-180,F,D,FALSE INCIDENT REPORT 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
495,53a-180aa,F,D,BREACH OF PEACE 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
496,53a-180b,F,D,FALSE REPORT CONCERNING INJ/DEATH,1,Y,5,Y,$0,"$5,000",,,
497,53a-181c,F,D,STALKING 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
498,53a-181k,F,D,INTIMIDATE DUE TO BIAS 2ND DEG,1,Y,5,Y,$0,"$5,000",,2ND ,2.0
499,53a-182b,F,D,HARASSMENT 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
500,53a-189,F,D,EAVESDROPPING,1,Y,5,Y,$0,"$5,000",,,
501,53a-189a(a)(1),F,D,VOYEURISM WITH MALICE,1,Y,5,Y,$0,"$5,000",,,
502,53a-189a(a)(2),F,D,VOYEURISM-INTENT TO AROUSE SEX DESIRE,1,Y,5,Y,$0,"$5,000",,,
503,53a-189b,F,D,DISSEMINATE VOYEURISM MATERIAL,1,Y,5,Y,$0,"$5,000",,,
504,53a-190,F,D,BIGAMY,1,Y,5,Y,$0,"$5,000",,,
505,53a-191,F,D,INCEST,1,Y,5,Y,$0,"$5,000",,,
506,53a-192,F,D,COERCION-THREAT OF FELONY,1,Y,5,Y,$0,"$5,000",,,
507,53a-196,F,D,OBSCENITY AS TO MINORS,1,Y,5,Y,$0,"$5,000",,,
508,53a-196f,F,D,ILL POSSESS CHILD PORN 3RD DEG,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
509,53a-211,F,D,POSSESS SAWED OFF SHOTGUN/SILENCER,1,Y,5,Y,$0,"$5,000",,,
510,53a-212,F,D,STEALING FIREARM,1,Y,5,Y,$0,"$5,000",,,
511,53a-215,F,D,INSURANCE FRAUD,1,Y,5,Y,$0,"$5,000",,,
512,53a-216,F,D,CRIMINAL USE OF WEAPON,0,Y,5,Y,$0,"$5,000",,,
513,53a-217,F,D,CRIMINAL POSSESSION OF WEAPON,2,Y,5,Y,$0,"$5,000",,,
514,53a-217a,F,D,NEGLIGENT STORAGE OF FIREARM,1,Y,5,Y,$0,"$5,000",,,
515,53a-217b,F,D,POSSESS WEAPON ON SCHOOL GROUNDS,1,Y,5,Y,$0,"$5,000",,,
516,53a-217c,F,D,CRIMINAL POSSESSION PISTOL/REVOLVER,1,Y,5,Y,$0,"$5,000",,,
517,53a-217e(b),F,D,NEGLIGENT HUNTING 1ST DEG,1,Y,5,Y,$0,"$5,000",,1ST ,1.0
518,53a-219,F,D,ILL POSSESSION/SALE GRAVESTONE,1,Y,5,Y,$0,"$5,000",,,
519,53a-223,F,D,VIOLATION OF PROTECTIVE ORDER,1,Y,5,Y,$0,"$5,000",,,
520,53a-223a,F,D,VIO STANDING CRIM RESTRAINING ORDER,1,Y,5,Y,$0,"$5,000",,,
521,53a-223b,F,D,CRIMINAL VIOLATION OF RESTRAINING ORDER,1,Y,5,Y,$0,"$5,000",,,
522,53a-254,F,D,COMPUTER CRIME 3RD DEG,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
523,53a-278,F,D,MONEY LAUNDERING 3RD DEG,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
524,53a-293,F,D,VENDOR FRAUD 3RD DEG,1,Y,5,Y,$0,"$5,000",,3RD ,3.0
525,53a-322,F,D,ABUSE OF PERSONS- 2ND DEGREE,1,Y,5,Y,$0,"$5,000",,2ND ,2.0
526,54-41p,F,D,ILL DISCLOSURE OF WIRETAP,1,Y,5,Y,$0,"$5,000",,,
527,54-41s,F,D,POSSESS ELECTRONIC SURVEILLANCE EQUIP,1,Y,5,Y,$0,"$5,000",,,
528,54-102k,F,D,ILL ANALYSIS OF DNA SAMPLE,1,Y,5,Y,$0,"$5,000",,,
529,54-142c,F,U,FALSE STATEMENT-OBTAIN CRIMINAL HISTORY,1,Y,5,Y,$0,"$5,000",,,
530,54-142k(e),F,D,FALSE STATEMENT-OBTAIN NONCONVICT INFO,1,Y,5,Y,$0,"$5,000",,,
531,54-251,F,D,FAIL TO REGISTER-MINOR/NONVIOLENT,1,Y,5,Y,$0,"$5,000",,,
532,54-252,F,D,FAIL TO REGISTER-SEXUAL VIOLENCE,1,Y,5,Y,$0,"$5,000",,,
533,54-253,F,D,FAIL TO REGISTER-SEX OFFENSE-OTHER J,1,Y,5,Y,$0,"$5,000",,,
534,54-254,F,D,FAIL TO REGISTER-SEXUAL PURPOSE,1,Y,5,Y,$0,"$5,000",,,
535,PA06-50,F,D,ELECTRONIC MAIL MESSAGE PHISHING,1,Y,5,Y,$0,"$5,000",,,
536,9-355,F,U,WILFUL NEGLECT OF DUTY/FRAUD,0,Y,3,Y,$0,"$2,000",,,
537,14-149(a),F,U,POSSESS MV WITH CHANGED ID NUMBER,0,Y,3,Y,$0,"$2,500",,,
538,14-149(e),F,U,ILL ALTER MV ID NUMBER,0,Y,3,Y,$0,"$2,500",,,
539,14-227a,F,U,DRIVING UNDER THE INFLUENCE (3RD/SUBS),0,Y,3,Y,"$2,000","$8,000",3RD/SUBS,,
540,14-227a,F,U,VIO 14-227A(3RD)-CSTR/UTL ZONE,0,Y,3,Y,"$4,000","$16,000",3RD,,
541,14-227g,F,U,"DUI:  .02 BAC, <21YRS (3RD/SUBS)",0,Y,3,Y,"$2,000","$8,000",3RD/SUBS,,
542,15-133,F,U,OPERAGE VESSEL-ALCOHOL/DRUG(3RD/SBS),0,Y,3,Y,"$2,000","$8,000",3RD/SBS,,
543,22-126,F,U,ILL ENTRY OF HORSE IN RACE,0,Y,3,Y,$0,"$1,000",,,
544,22-351,F,U,THEFT/KILL/INJURE COMPANION ANMAL (SBS),1,Y,3,Y,$0,"$2,000",SBS,,
545,22a-438(c),F,U,KNOWINGLY VIOLATE WATER POLUTION REQS,0,Y,3,Y,$0,"$50,000",,,
546,22a-438(e),F,U,ILLEGAL DISCHARGE OF GASOLINE,0,Y,3,Y,$0,"$50,000",,,
547,29-28,F,U,VIO PISTOL PERMIT REQS,0,Y,3,Y,$0,$500,,,
548,29-31,F,U,FAIL TO DISPLAY GUN SALES PERMIT,0,Y,3,Y,$0,$500,,,
549,31-48a,F,U,ILL HIRE PROFESSIONAL STRIKEBREAKER,0,Y,3,Y,$100,"$1,000",,,
550,36a-229,F,U,FAIL TO GIVE RECORDS TO BANK RECEIVER,0,Y,3,Y,$0,"$10,000",,,
551,51-87(a),F,U,ILL SOLICIT CASES FOR ATTORNEY,0,Y,3,Y,$0,"$1,000",,,
552,51-87(b),F,U,ILL RECEIVE PAYMENT FOR ATTY REFERRAL,0,Y,3,Y,$0,"$1,000",,,
553,51-87b,F,U,ILL REFERRAL TO REAL ESTATE BROKER,0,Y,3,Y,$0,"$1,000",,,
554,53-202f,F,U,ILL TRANSPORT ASSAULT WEAPON,0,Y,3,Y,$0,$500,,,
555,53-206,F,U,CARRY/SELL DANGEROUS WEAPON,0,Y,3,Y,$0,$500,,,
556,53-368,F,U,FALSE CERTIFICATION RE OATH,0,Y,3,Y,$0,"$1,000",,,
557,53a-136a,F,U,ROBBERY BY CARJACKING,0,Y,3,Y,$0,$0,,,
558,10-51,F,U,FRAUDULENT VOTING-SCHOOL BUDGET,1,Y,2,Y,$300,$500,,,
559,14-196(b),F,U,WILFUL MISUSE OF MV TITLE CERT,0,Y,2,Y,$0,"$1,000",,,
560,14-227a,F,U,DRIVING UNDER THE INFLUENCE (2ND OFF),0,Y,2,Y,"$1,000","$4,000",2ND OFF,,
561,14-227a,F,U,VIO 14-227A(2ND)-CSTR/UTL ZONE,0,Y,2,Y,"$2,000","$8,000",2ND,,
562,14-227g,F,U,"DUI:  .02 BAC, <21YRS (2ND OFF)",0,Y,2,Y,"$1,000","$4,000",2ND OFF,,
563,15-133,F,U,OPERATE VESSEL-ALCOHOL/DRUG (2ND OFF),0,Y,2,Y,"$1,000","$4,000",2ND OFF,,
564,15-140l(a)(1),F,U,RECKLESS BOATING UNDER INFLUENCE 1ST-DEATH/INJ,0,Y,2,Y,"$2,500","$5,000",,,
565,15-140l(a)(2),F,U,RECKLSS BOATING UNDER INF. 1ST-DMG>$2000,0,Y,2,Y,"$2,500","$5,000",,,
566,15-173(c),F,U,ILL DISCHARGE SEWAGE (SBS OFF),0,Y,2,Y,$0,"$50,000",SBS OFF,,
567,21a-165,F,U,ILL SALE OF DEFECTIVE OIL,0,Y,2,Y,$0,$300,,,
568,21a-245,F,U,VIO RESTRICTED SUBSTANCE REGS,0,Y,2,Y,$0,"$1,000",,,
569,21a-246,F,U,PRODUCE/PREP CONTROL SUBST W/O LICENCE,0,Y,2,Y,$0,"$1,000",,,
570,21a-251,F,U,ILL DISPENSE CONTROLLED SUBST-HOSPITAL,0,Y,2,Y,$0,"$1,000",,,
571,21a-255(b),F,U,FAIL TO KEEP RECORDS-INTENT TO VIO,0,Y,2,Y,$0,"$1,000",,,
572,21a-256,F,U,VIO CONTROLLED SUBST LABEL REQ,0,Y,2,Y,$0,"$1,000",,,
573,21a-257,F,U,FAIL TO KEEP NARCOTIC IN ORGINAL CONTAINER,0,Y,2,Y,$0,"$1,000",,,
574,21a-262-2,F,U,FAIL TO REPORT THEFT-CONTROLLED SUBST,0,Y,2,Y,$0,"$1,000",,,
575,21a-262-6,F,U,FLR PROVIDE SECTY-CNTRLD SUBST,0,Y,2,Y,$0,"$1,000",,,
576,21a-266(a)(1),F,U,OBTAIN CNTRLD DRUG-FRAUD,0,Y,2,Y,$0,"$1,000",,,
577,21a-266(a)(2),F,U,OBTAIN CNTRLD DRUG-FORGED PRSCRP,0,Y,2,Y,$0,"$1,000",,,
578,21a-266(a)(3),F,U,OBTAIN CNTRLD DRUG-CONCEAL FACTS,0,Y,2,Y,$0,"$1,000",,,
579,21a-266(a)(4),F,U,OBTAIN CNTRLD DRUG-FALSE NAME/ADDR,0,Y,2,Y,$0,"$1,000",,,
580,21a-266(c),F,U,FALSE STATEMENT-CNTRLD SUB PRESCRPTN,0,Y,2,Y,$0,"$1,000",,,
581,21a-266(d),F,U,OBTAIN DRUGS BY FALSE TITLE,0,Y,2,Y,$0,"$1,000",,,
582,21a-266(e),F,U,ISSUE FALSE PRESCRIPTION,0,Y,2,Y,$0,"$1,000",,,
583,21a-266(f),F,U,USE FALSE PRESCRIPTION LABEL,0,Y,2,Y,$0,"$1,000",,,
584,21a-266(g),F,U,ALTER PRESCRIPTION,0,Y,2,Y,$0,"$1,000",,,
585,21a-266(h),F,U,OBTAIN DRUGS-SECOND DOCTOR,0,Y,2,Y,$0,"$1,000",,,
586,21a-277(c),F,U,OPERATION OF DRUG FACTORY,0,Y,2,Y,$0,"$1,000",,,
587,22a-131a(a),F,U,VIO HAZ WASTE RECORDS REQS,0,Y,2,Y,$0,"$50,000",,,
588,22a-131a(c),F,U,VIOLATE USED OIL REQUIREMENTS,0,Y,2,Y,$0,"$50,000",,,
589,22a-175(a),F,U,VIO AIR POLLUTE REQS (SBS OFF),0,Y,2,Y,$0,"$50,000",SBS OFF,,
590,22a-208a,F,U,VIO SOLID WASTE FACILITY REQS (1ST),0,Y,2,Y,$0,"$25,000",1ST,,
591,22a-208a,F,U,VIO WASTE FAC REQ-IMM DANGER,0,Y,2,Y,$0,"$100,000",,,
592,22a-208c,F,U,HANDLE SOLID WASTE WO PERMIT (1ST),0,Y,2,Y,$0,"$25,000",1ST,,
593,22a-208c,F,U,SOLID WASTE WO PRMT-IMM DANGER,0,Y,2,Y,$0,"$100,000",,,
594,22a-209,F,U,VIO SOLID WASTE MGMT REG (1ST),0,Y,2,Y,$0,"$25,000",1ST,,
595,22a-209,F,U,VIO SOLID WASTE MGT-IMM DANGER,0,Y,2,Y,$0,"$100,000",,,
596,22a-225,F,U,VIO SOLID WASTE ABATEMENT ORD (1ST),0,Y,2,Y,$0,"$25,000",1ST,,
597,22a-225,F,U,VIO SOLID WASTE ORD-IMM DANGER,0,Y,2,Y,$0,"$100,000",,,
598,22a-231,F,U,VIO RESOURCES RECOVERY REGS (1ST),0,Y,2,Y,$0,"$25,000",1ST,,
599,22a-231,F,U,VIO SLD WST RECVERY-IMM DANGER,0,Y,2,Y,$0,"$100,000",,,
600,22a-250(c),F,U,ILL DUMPING OF LITTER/GARBAGE (1ST),0,Y,2,Y,$0,"$25,000",1ST,,
601,22a-250(c),F,U,ILL DUMPING-IMM DANGER,0,Y,2,Y,$0,"$100,000",,,
602,22a-250(d),F,U,ILL DUMPING BULKY/HZRDS WASTE (1ST),0,Y,2,Y,$0,"$25,000",1ST,,
603,22a-250(d),F,U,ILL DUMP BULK/HAZ WST-IMM DNGR,0,Y,2,Y,$0,"$100,000",,,
604,22a-252,F,U,ILL DISPOSAL OF ASBESTOS (1ST),0,Y,2,Y,$0,"$25,000",1ST,,
605,22a-252,F,U,ILL DUMP ASBESTOS-IMM DANGER,0,Y,2,Y,$0,"$100,000",,,
606,22a-438(b),F,U,VIO WATER POLL CNTRL (SBS OFF),0,Y,2,Y,$0,"$50,000",SBS OFF,,
607,22a-438(d),F,U,FLS STMNT-WATER POLLUTION CNTL,0,Y,2,Y,$0,"$25,000",,,
608,22a-469,F,U,VIO PCB SALE REQS (SBS OFF),0,Y,2,Y,$0,"$50,000",SBS OFF,,
609,29-152,F,U,VIO PROFESSIONAL BONDSMEN REQS,0,Y,2,Y,$0,"$1,000",,,
610,30-99,F,U,ILL SALE ADULTERATED LIQUOR,0,Y,2,Y,$0,"$1,000",,,
611,36b-6,F,U,VIO REG REQS -UNIFORM SEC ACT,0,Y,2,Y,$0,"$2,000",,,
612,36b-16,F,U,ILL OFFER/SALE UNREG SECURITY,0,Y,2,Y,$0,"$2,000",,,
613,36b-28(b),F,U,VIO UNIFORM SECURITIES ACT,0,Y,2,Y,$0,"$2,000",,,
614,36b-73(b),F,U,VIO BUSINESS OPPRTY INVEST ACT,0,Y,2,Y,$0,"$2,000",,,
615,38a-140,F,U,ILL ACQ CNTRL INT USING FRAUD,0,Y,2,Y,$0,"$3,000",,,
616,38a-658,F,U,VIO CRDT LIFE/ACC/HLTH INS REQ,0,Y,2,Y,$0,$250,,,
617,53-201,F,U,ILL AIDING PRIZE FIGHT,0,Y,2,Y,$0,$500,,,
618,53a-209,F,U,VIO INJUNCTION-OBSCENE MATTERS,0,Y,2,Y,$0,"$1,000",,,
619,30-86,F,U,ILL DELIVER LIQUOR TO MINOR,0,M,18,M,$0,"$1,500",,,
620,1-89(a),M,A,VIO CODE ETHICS PUB OFF/CNTRC (1ST),0,Y,1,Y,$0,"$2,000",1ST,,
621,1-100(a),M,A,VIO CODE OF ETHICS-LOBBYIST (1ST),0,Y,1,Y,$0,"$2,000",1ST,,
622,1-240(a),M,A,ILL ACTS RE PUBLIC RECORDS,0,Y,1,Y,$0,"$2,000",,,
623,2-1d,M,A,INTERFERE WTH GENERAL ASSEMBLY,0,Y,1,Y,$0,"$2,000",,,
624,3-6b,M,U,VIO TRANSPORTN EMERGENCY ORDER,0,Y,1,Y,$0,"$1,000",,,
625,3-55,M,U,ILL ACT ON MORTGAGED PREMISES,0,Y,1,Y,$0,$500,,,
626,4-28m,M,A,VIOLATE CIGARETTE BRAND REQS,0,Y,1,Y,$0,"$2,000",,,
627,4-100,M,U,EXCEEDING APPROPRIATION,0,Y,1,Y,$0,"$1,000",,,
628,4b-27,M,A,ILL DISCL STATE PROPERTY NEEDS,0,Y,1,Y,$0,"$2,000",,,
629,5-268,M,U,VIO STATE PERSONNEL ACT,0,Y,1,Y,$0,"$1,000",,,
630,7-62a,M,U,ILL ISSUE VITAL RECORD CERTFCT,0,Y,1,Y,$0,$150,,,
631,7-186,M,U,VIO BAZAAR/RAFFLE REQS,0,Y,1,Y,$0,"$1,000",,,
632,9-45,M,U,ILL VOTE BY DISFRANCHISED PRSN,0,Y,1,Y,$0,$500,,,
633,9-159q,M,A,ILL ACT-ABSENTEE VOTE AT INST,0,Y,1,Y,$0,"$2,000",,,
634,9-216,M,U,FLS SIGNATURE-NOMINATING PET,0,Y,1,Y,$0,$100,,,
635,9-333j,M,U,FLR CAMPAIGN TREASURER TO FILE,0,Y,1,Y,$0,"$1,000",,,
636,9-333l(g),M,U,FLR LOBBYIST TO FILE STATEMENT,0,Y,1,Y,$0,"$1,000",,,
637,9-355,M,U,ELECTION OFFICER NEGLECT/FRAUD,0,Y,1,Y,$0,$300,,,
638,9-357,M,U,FRAUDULENT VOTER REGISTRATION,0,Y,1,Y,$0,$500,,,
639,9-364a,M,U,PROHIBITED ACTS IN ELECTIONS,0,Y,1,Y,$0,"$1,000",,,
640,9-406a,M,A,FLS CERT-POLITICAL PARTY NOM,0,Y,1,Y,$0,"$2,000",,,
641,9-453g,M,U,FLS SIGNATURE-NOMINATING PET,0,Y,1,Y,$0,$100,,,
642,12-7b(f),M,U,ILL DISCLOSURE TAXPAYER INFO,0,Y,1,Y,$0,"$1,000",,,
643,12-15,M,U,ILL DISCLOSURE TAX INFORMATION,0,Y,1,Y,$0,"$1,000",,,
644,12-206(d),M,U,VIO INS/HOSP/MED CORP TAX REQS,0,Y,1,Y,$0,"$1,000",,,
645,12-231(a),M,U,VIO CORPORATE BUSINESS TAX REQ,0,Y,1,Y,$0,"$1,000",,,
646,12-268e(a),M,U,VIO PUBLIC SERVICE CO TAX REQS,0,Y,1,Y,$0,"$1,000",,,
647,12-285c,M,A,ILL SHIP/TRANSPORT CIGARETTES,1,Y,1,Y,$0,"$2,000",,,
648,12-289,M,U,TAMPERING-VENDING MACHINE SEAL,0,Y,1,Y,$0,"$1,000",,,
649,12-304(a),M,U,ILL SALE UNSTAMPED CIGARETTES,0,Y,1,Y,$0,"$1,000",,,
650,12-306a,M,U,MOVE CIGARETTES WO INVOICES,0,Y,1,Y,$0,"$1,000",,,
651,12-306b(a),M,U,VIO CIGARETTE TAXES REQS,0,Y,1,Y,$0,"$1,000",,,
652,12-321,M,U,VIO CIG USE/STORAGE TAX REQS,0,Y,1,Y,$0,"$1,000",,,
653,12-330f(b),M,U,FL TOBACCO DISTRIBUTOR PAY TAX,0,Y,1,Y,$0,"$1,000",,,
654,12-330j(a),M,U,VIO TOBACCO PRODUCTS TAX REQS,0,Y,1,Y,$0,"$1,000",,,
655,12-405d(f),M,U,VIO ESTATE INCOME TAX REQS,0,Y,1,Y,$0,"$1,000",,,
656,12-428(1),M,U,FLR FILE SALES/USE TAX RETURN,0,Y,1,Y,$0,"$1,000",,,
657,12-428(3),M,U,FLR COMPLY SALES/USE TAX REQS,0,Y,1,Y,$0,"$1,000",,,
658,12-436,M,U,IL DISTRIBUTION UNTAXED LIQUOR,0,Y,1,Y,$0,"$1,000",,,
659,12-452(a),M,U,VIO ALCOHOLIC BEVERAGE TAX REQ,0,Y,1,Y,$0,"$1,000",,,
660,12-461b,M,U,TRANSPORT MV FUEL WO DOCUMENTS,0,Y,1,Y,$0,"$1,000",,,
661,12-464(a),M,U,VIO MOTOR VEHICLE FUEL TAX REQ,0,Y,1,Y,$0,"$1,000",,,
662,12-464(c),M,U,FLR COMPLY MV FUEL TAX REQS,0,Y,1,Y,$0,"$1,000",,,
663,12-482(a),M,U,VIO MOTOR CARRIER ROAD TAX REQ,0,Y,1,Y,$0,"$1,000",,,
664,12-519(a),M,U,VIO DIV/INT/CAP GAIN TAX REQS,0,Y,1,Y,$0,"$1,000",,,
665,12-551(a),M,U,VIO ADMISSION/CABARET TAX REQS,0,Y,1,Y,$0,"$1,000",,,
666,12-570,M,A,COUNTERFEIT LOTTERY TICKETS,0,Y,1,Y,$0,"$2,000",,,
667,12-570a,M,A,ILL SALE FOREIGN LOTTERY TKTS,0,Y,1,Y,$0,"$2,000",,,
668,12-574,M,A,UNLICENSED RACING/JAI ALAI,0,Y,1,Y,$0,"$2,000",,,
669,12-576,M,A,ILLEGAL GAMBLING BY MINOR,0,Y,1,Y,$0,"$2,000",,,
670,12-586,M,A,FLS STMNT-PARIMUTUEL BETTING,0,Y,1,Y,$0,"$2,000",,,
671,12-591(a),M,U,VIO PETROLEUM PRODUCTS TAX REQ,0,Y,1,Y,$0,"$1,000",,,
672,12-638g(a),M,U,VIO CONTROL INT XFER TAX REQS,0,Y,1,Y,$0,"$1,000",,,
673,12-737(a),M,U,VIO STATE INCOME TAX REQS,0,Y,1,Y,$0,"$1,000",,,
674,12-813,M,A,ILL SALE OF LOTTERY TICKETS,0,Y,1,Y,$0,"$2,000",,,
675,14-12b(b),M,A,FLS STMNT-OBTN REG WO INS CARD,0,Y,1,Y,$0,"$2,000",,,
676,14-16(a),M,U,FLR RETURN REG AFTER MV SALE,0,Y,1,Y,$0,"$1,000",,,
677,14-16(a),M,U,FLR REPORT CHANGE OF MV OWNER,0,Y,1,Y,$0,"$1,000",,,
678,14-16(g),M,U,FLR RP SALE UNREG MV (SBS OFF),0,Y,1,Y,$0,$500,SBS OFF,,
679,14-29(a),M,U,FLR INSURE PUBLIC SVC VEHICLE,0,Y,1,Y,$0,$500,,,
680,14-29(c),M,U,FLR FILE INSURANCE CERTIFICATE,0,Y,1,Y,$0,$500,,,
681,14-67i,M,U,ILL OPN MV RECYLER WO LIC,0,Y,1,Y,$0,"$1,000",,,
682,14-100a(d),M,A,VIO 14-100A(D) (3RD/SBS),0,Y,1,Y,$0,"$2,000",D,,
683,14-100a(d)(1),M,A,VIO 14-100A(D)(1) (3RD/SBS),0,Y,1,Y,$0,"$2,000",D,,
684,14-100a(d)(2),M,A,VIO 14-100A(D)(2) (3RD/SBS),0,Y,1,Y,$0,"$2,000",D,,
685,14-100a(d)(3),M,A,VIO 14-100A(D)(3)-UNDER AGE 4 (3RD/SBS),0,Y,1,Y,$0,"$2,000",D,,
686,14-100a(d)(3),M,A,VIO 14-100A(D)(3I)-AGE 4 AND OVER (3RD/SBS),0,Y,1,Y,$0,"$2,000",D,,
687,14-100a(d)(4),M,A,VIO 14-100A(D)(4) (3RD/SBS),0,Y,1,Y,$0,"$2,000",D,,
688,14-106b(b),M,A,ILL TAMPERING WITH ODOMETER,0,Y,1,Y,$0,"$2,000",,,
689,14-106b(c),M,A,FLR DISCLOSE TRUE MILEAGE,0,Y,1,Y,$0,"$2,000",,,
690,14-110,M,A,FLS STMNT-REPORT TO MVD,0,Y,1,Y,$0,"$2,000",,,
691,14-215(a),M,U,OPN UNDER SUSPENSION (SBS OFF),0,Y,1,Y,$200,$600,SBS OFF,,
692,14-215,M,U,OPN UNDER SUSPENSION (SBS OFF),0,Y,1,Y,$200,$600,SBS OFF,,
693,14-215,M,U,VIO 14-215*- C/U ZONE(SBS OFF),0,Y,1,Y,$200,$600,SBS OFF,,
694,14-215a,M,U,IL OP MV UND 14-140 SPSN (SBS),0,Y,1,Y,$200,$600,SBS,,
695,14-222,M,U,RECKLESS DRIVING (SBS OFF),0,Y,1,Y,$0,$600,SBS OFF,,
696,14-222,M,U,VIO 14-222**-C/U ZONE(SBS OFF),0,Y,1,Y,$0,"$1,200",SBS OFF,,
697,14-222,M,U,RECKLESS DRV >85 MPH (SBS OFF),0,Y,1,Y,$0,$600,SBS OFF,,
698,14-222,M,U,VIO 14-222***-C/U ZONE (SUBS),0,Y,1,Y,$0,"$1,200",SUBS,,
699,14-223(b),M,A,ENGAGING POLICE IN PURSUIT,0,Y,1,Y,$0,"$2,000",,,
700,14-223(b),M,A,VIO 14-223(B)**- CSTR/UTL ZONE,0,Y,1,Y,"$1,000","$4,000",B,,
701,14-224(c),M,U,ILL RACING ON HIGHWAY (1ST),0,Y,1,Y,$75,$600,1ST,,
702,14-224(c)(1),M,U,VIO 14-224(C) IN CSTR/UTL ZONE,0,Y,1,Y,$150,"$1,200",C,,
703,14-224(c),M,U,ILL RACING ON HIWAY (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
704,14-224(c)(1),M,U,VIO 14-224(C)* IN C/U ZONE(SBS,0,Y,1,Y,$200,"$2,000",C,,
705,14-224(c)(2)(A),M,U,POSS MV W/INTENT VIO 14-224(C1,0,Y,1,Y,$75,$600,,,
706,14-224(c)(2)(B),M,U,STARTER/TIMEKEEPER/JUDGE HWY RACE,0,Y,1,Y,$75,$600,,,
707,14-224(c)(2(C),M,U,WAGER ON HWY RACE VI 14-224(C1,0,Y,1,Y,$75,$600,,,
708,14-224(b),M,U,EVADE RESP-PROP DAMAGE/INJURY,1,Y,1,Y,$75,$600,,,
709,14-224(b),M,U,VIO 14-224(B)* -CSTR/UTIL ZONE,0,Y,1,Y,$150,"$1,200",B,,
710,14-224(b),M,U,EVADE RESP-DMG/INJ (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
711,14-224(b),M,U,VIO 14-224(B)**  C/U ZONE(SBS),0,Y,1,Y,$200,"$2,000",B,,
712,14-224(c),M,U,ILL RACING ON HIGHWAY,0,Y,1,Y,$75,$600,,,
713,14-224(c),M,U,VIO 14-224(C) IN CSTR/UTL ZONE,0,Y,1,Y,$150,"$1,200",C,,
714,14-224(c),M,U,ILL RACING ON HIWAY (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
715,14-224(c),M,U,VIO 14-224(C)* IN C/U ZONE(SBS,0,Y,1,Y,$200,"$2,000",C,,
716,14-240a,M,U,ILL OPN MV-HAR/INTIM (SBS OFF),0,Y,1,Y,$0,$600,SBS OFF,,
717,14-240a,M,U,VIO 14-240A*-C/U ZONE(SBS OFF),0,Y,1,Y,$0,"$1,200",SBS OFF,,
718,14-329,M,U,VIO FUEL STD GAL REG (SBS OFF),0,Y,1,Y,$100,"$1,000",SBS OFF,,
